symbol,date,close_price
ITUB4,2025-09-07,35.94
PETR4,2025-09-20,62.23
PETR4,2025-09-30,31.98
ABEV3,2025-09-26,36.88
BBDC4,2025-10-01,57.09
PETR4,2025-09-15,64.29
VALE3,2025-09-10,72.05
ABEV3,2025-09-20,27.37
VALE3,2025-09-25,52.42
ABEV3,2025-09-24,34.43
ABEV3,2025-09-20,51.44
PETR4,2025-09-09,31.83
PETR4,2025-09-26,38.93
PETR4,2025-09-09,76.16
PETR4,2025-09-23,78.78
ITUB4,2025-09-09,21.72
VALE3,2025-09-11,65.49
VALE3,2025-09-26,46.41
BBDC4,2025-09-05,21.38
ITUB4,2025-09-01,28.43
VALE3,2025-09-16,75.78
ITUB4,2025-09-01,58.9
PETR4,2025-10-01,50.43
ABEV3,2025-09-18,45.68
BBDC4,2025-09-19,64.75
BBDC4,2025-09-14,23.25
VALE3,2025-09-28,52.38
PETR4,2025-09-10,51.54
BBDC4,2025-09-12,78.83
ABEV3,2025-09-15,76.41
PETR4,2025-09-03,42.31
PETR4,2025-09-30,24.64
ABEV3,2025-09-11,46.0
PETR4,2025-09-06,66.92
VALE3,2025-10-01,27.99
PETR4,2025-09-22,28.58
VALE3,2025-09-25,72.49
VALE3,2025-09-10,25.58
ABEV3,2025-09-08,22.59
ABEV3,2025-09-11,40.22
BBDC4,2025-09-24,35.24
PETR4,2025-09-11,62.95
BBDC4,2025-09-15,59.46
PETR4,2025-09-22,67.24
VALE3,2025-09-15,26.15
VALE3,2025-09-30,49.67
ITUB4,2025-10-01,41.66
BBDC4,2025-09-08,27.89
BBDC4,2025-09-13,24.29
ABEV3,2025-09-04,22.2
PETR4,2025-09-08,26.95
PETR4,2025-09-01,21.05
VALE3,2025-09-29,62.91
VALE3,2025-09-18,24.13
ABEV3,2025-09-17,44.79
BBDC4,2025-09-02,59.16
PETR4,2025-09-18,33.39
VALE3,2025-09-26,41.57
PETR4,2025-09-15,72.01
ABEV3,2025-09-29,77.03
VALE3,2025-09-14,26.17
ITUB4,2025-09-22,44.65
ABEV3,2025-09-25,51.36
ITUB4,2025-09-27,56.76
VALE3,2025-09-27,73.77
VALE3,2025-09-15,26.66
PETR4,2025-09-12,50.21
PETR4,2025-09-05,54.53
VALE3,2025-09-26,24.88
ABEV3,2025-09-27,74.4
ITUB4,2025-09-23,70.45
VALE3,2025-09-30,40.29
ABEV3,2025-09-26,57.36
BBDC4,2025-09-28,62.0
BBDC4,2025-09-25,46.72
PETR4,2025-09-05,69.32
ABEV3,2025-09-19,20.46
ABEV3,2025-09-20,24.93
VALE3,2025-09-26,41.48
PETR4,2025-09-24,64.99
VALE3,2025-09-11,22.36
PETR4,2025-09-07,63.34
VALE3,2025-09-05,58.96
VALE3,2025-09-11,51.16
ABEV3,2025-09-24,55.46
BBDC4,2025-09-22,51.57
ABEV3,2025-09-25,70.31
ITUB4,2025-09-04,35.92
ITUB4,2025-09-29,33.93
ITUB4,2025-10-01,23.01
BBDC4,2025-09-25,29.37
VALE3,2025-09-03,40.61
PETR4,2025-09-17,56.51
BBDC4,2025-09-30,38.26
ITUB4,2025-09-24,78.71
PETR4,2025-09-14,50.53
VALE3,2025-09-08,76.11
ITUB4,2025-09-15,28.57
ITUB4,2025-09-19,34.57
PETR4,2025-09-02,32.12
ITUB4,2025-09-07,69.48
VALE3,2025-09-08,45.0
ITUB4,2025-09-11,21.53
ITUB4,2025-09-22,40.03
BBDC4,2025-09-11,62.32
VALE3,2025-09-10,23.16
ABEV3,2025-09-03,71.97
PETR4,2025-09-12,24.4
ABEV3,2025-09-03,24.46
ITUB4,2025-09-25,23.24
BBDC4,2025-09-08,35.19
BBDC4,2025-09-14,47.3
ABEV3,2025-09-08,26.55
BBDC4,2025-09-20,52.14
ABEV3,2025-09-07,49.32
BBDC4,2025-09-29,43.81
BBDC4,2025-09-22,25.65
VALE3,2025-09-05,28.5
BBDC4,2025-09-10,23.65
VALE3,2025-09-26,73.49
PETR4,2025-09-20,24.9
VALE3,2025-09-17,40.83
ITUB4,2025-09-18,42.19
ITUB4,2025-09-30,51.06
BBDC4,2025-09-23,50.01
VALE3,2025-09-21,54.32
ITUB4,2025-09-26,35.9
ABEV3,2025-09-26,51.6
PETR4,2025-09-07,72.54
ABEV3,2025-09-09,71.45
PETR4,2025-09-08,60.19
BBDC4,2025-09-01,58.8
ITUB4,2025-09-25,30.31
VALE3,2025-09-09,64.59
ABEV3,2025-09-28,56.93
VALE3,2025-09-17,34.18
ITUB4,2025-09-23,36.59
ITUB4,2025-09-24,33.18
ITUB4,2025-09-12,55.0
PETR4,2025-09-05,39.53
VALE3,2025-09-18,57.2
ITUB4,2025-09-23,33.56
ABEV3,2025-09-01,38.73
PETR4,2025-09-05,78.04
ABEV3,2025-09-04,56.22
PETR4,2025-09-18,36.29
ITUB4,2025-09-14,62.38
VALE3,2025-09-12,22.69
PETR4,2025-09-02,44.77
ITUB4,2025-09-18,67.24
ITUB4,2025-09-05,37.63
VALE3,2025-09-06,27.03
ITUB4,2025-09-08,49.87
BBDC4,2025-09-27,63.95
BBDC4,2025-09-24,55.86
BBDC4,2025-09-02,31.26
PETR4,2025-09-06,72.8
ABEV3,2025-10-01,57.43
VALE3,2025-09-17,32.95
BBDC4,2025-09-14,56.1
ABEV3,2025-09-22,25.21
ABEV3,2025-09-02,45.16
ITUB4,2025-09-18,71.25
ITUB4,2025-09-21,42.12
PETR4,2025-09-09,78.63
ABEV3,2025-09-05,79.31
VALE3,2025-09-09,63.97
BBDC4,2025-09-11,62.53
ABEV3,2025-09-01,54.73
BBDC4,2025-09-23,68.51
PETR4,2025-09-01,54.23
BBDC4,2025-09-19,55.25
ABEV3,2025-09-02,22.63
ITUB4,2025-09-16,58.74
ITUB4,2025-09-19,40.57
BBDC4,2025-09-19,52.24
PETR4,2025-09-19,23.23
VALE3,2025-09-14,73.19
PETR4,2025-09-22,55.38
PETR4,2025-09-20,74.38
PETR4,2025-09-08,32.39
VALE3,2025-09-20,70.54
ITUB4,2025-09-11,27.24
VALE3,2025-09-22,78.71
ABEV3,2025-09-01,31.55
VALE3,2025-09-03,61.93
ABEV3,2025-09-10,69.32
PETR4,2025-09-17,34.73
ITUB4,2025-09-04,31.66
ABEV3,2025-09-07,57.45
VALE3,2025-09-09,79.31
PETR4,2025-09-18,50.6
ITUB4,2025-09-28,62.49
PETR4,2025-09-02,65.62
ABEV3,2025-09-05,68.64
PETR4,2025-09-20,54.27
PETR4,2025-09-15,37.92
ABEV3,2025-09-05,42.36
ABEV3,2025-09-16,61.76
ITUB4,2025-09-23,73.56
ITUB4,2025-09-15,69.98
PETR4,2025-09-28,34.58
VALE3,2025-09-09,67.06
ITUB4,2025-10-01,43.59
PETR4,2025-09-12,70.28
ABEV3,2025-09-05,32.26
ABEV3,2025-09-18,73.54
VALE3,2025-09-08,51.63
ABEV3,2025-09-16,63.66
ITUB4,2025-09-19,22.84
PETR4,2025-09-11,66.11
VALE3,2025-09-12,34.86
BBDC4,2025-09-26,51.21
VALE3,2025-09-17,78.81
VALE3,2025-09-24,50.27
ABEV3,2025-09-17,70.39
VALE3,2025-09-23,76.13
VALE3,2025-09-12,65.33
BBDC4,2025-09-11,77.56
BBDC4,2025-09-12,35.62
VALE3,2025-09-12,23.28
BBDC4,2025-10-01,78.99
PETR4,2025-10-01,78.33
VALE3,2025-09-28,41.77
ITUB4,2025-09-05,33.79
PETR4,2025-09-06,26.2
ITUB4,2025-09-01,61.4
PETR4,2025-09-28,61.89
ITUB4,2025-09-14,53.29
ITUB4,2025-09-17,50.06
PETR4,2025-09-27,44.79
PETR4,2025-09-10,33.09
PETR4,2025-09-13,41.91
ABEV3,2025-09-27,21.41
ABEV3,2025-09-02,40.08
BBDC4,2025-09-06,62.18
ABEV3,2025-09-21,23.51
ITUB4,2025-09-26,65.78
BBDC4,2025-09-04,25.84
ITUB4,2025-09-26,53.51
VALE3,2025-09-24,54.28
ITUB4,2025-09-28,40.35
ITUB4,2025-09-13,62.97
PETR4,2025-09-25,43.95
BBDC4,2025-09-28,61.69
BBDC4,2025-09-14,74.57
VALE3,2025-09-13,20.12
VALE3,2025-09-13,26.91
PETR4,2025-09-09,31.8
ITUB4,2025-09-01,38.61
VALE3,2025-09-16,57.41
ITUB4,2025-09-15,77.64
PETR4,2025-09-18,76.84
VALE3,2025-09-20,58.11
PETR4,2025-09-05,67.51
VALE3,2025-09-08,25.89
BBDC4,2025-09-21,24.18
PETR4,2025-09-26,64.85
ITUB4,2025-09-14,68.09
PETR4,2025-09-13,50.03
VALE3,2025-09-14,44.99
VALE3,2025-09-21,41.8
ITUB4,2025-09-03,53.24
VALE3,2025-09-21,58.78
VALE3,2025-09-22,71.71
ABEV3,2025-09-09,57.72
ITUB4,2025-09-27,32.35
ABEV3,2025-09-23,31.82
ITUB4,2025-09-30,53.12
PETR4,2025-09-06,29.33
VALE3,2025-09-24,31.54
PETR4,2025-09-11,70.86
ABEV3,2025-09-02,65.32
BBDC4,2025-09-25,51.53
BBDC4,2025-09-16,79.17
VALE3,2025-09-19,39.01
VALE3,2025-09-25,65.26
PETR4,2025-09-09,52.12
PETR4,2025-09-22,23.41
VALE3,2025-09-28,57.67
BBDC4,2025-10-01,21.14
VALE3,2025-09-05,59.08
BBDC4,2025-09-27,52.05
VALE3,2025-09-30,30.33
ITUB4,2025-09-17,30.71
ABEV3,2025-09-19,79.99
ITUB4,2025-09-11,72.89
PETR4,2025-09-06,73.79
PETR4,2025-09-17,27.18
BBDC4,2025-09-23,25.43
VALE3,2025-09-21,36.51
VALE3,2025-09-14,54.8
ITUB4,2025-09-24,44.19
ITUB4,2025-09-08,53.78
ABEV3,2025-09-11,68.74
ITUB4,2025-09-28,32.47
BBDC4,2025-09-05,53.81
ABEV3,2025-09-16,46.23
PETR4,2025-09-30,71.87
ITUB4,2025-09-24,69.29
ABEV3,2025-09-21,49.96
BBDC4,2025-09-28,76.14
VALE3,2025-09-08,75.5
ABEV3,2025-09-29,72.33
BBDC4,2025-09-22,25.46
BBDC4,2025-09-19,71.11
PETR4,2025-09-19,76.42
VALE3,2025-09-06,38.38
ABEV3,2025-09-26,27.37
PETR4,2025-09-29,40.52
VALE3,2025-09-30,25.34
ABEV3,2025-09-24,46.73
VALE3,2025-09-06,39.25
VALE3,2025-09-20,61.14
BBDC4,2025-09-10,51.92
ITUB4,2025-09-13,25.06
PETR4,2025-09-14,63.22
VALE3,2025-09-04,47.33
ABEV3,2025-09-18,36.0
VALE3,2025-09-28,63.2
ABEV3,2025-09-12,20.3
PETR4,2025-09-20,20.29
PETR4,2025-09-23,32.3
ITUB4,2025-09-14,36.61
VALE3,2025-09-19,38.7
VALE3,2025-09-29,54.25
PETR4,2025-09-17,58.4
PETR4,2025-09-29,25.54
PETR4,2025-09-18,69.97
BBDC4,2025-09-26,24.36
ABEV3,2025-09-13,74.59
BBDC4,2025-09-24,76.91
ABEV3,2025-09-22,71.96
PETR4,2025-09-13,32.58
BBDC4,2025-09-18,69.42
VALE3,2025-09-23,72.18
VALE3,2025-09-20,68.6
VALE3,2025-09-21,30.18
ITUB4,2025-09-25,25.49
BBDC4,2025-09-09,52.14
ABEV3,2025-09-27,61.37
VALE3,2025-09-13,50.03
PETR4,2025-09-30,26.42
ITUB4,2025-09-10,55.48
ABEV3,2025-09-27,77.21
ABEV3,2025-09-28,59.6
PETR4,2025-09-16,25.55
ITUB4,2025-09-13,24.15
VALE3,2025-09-24,29.51
ABEV3,2025-09-23,20.39
VALE3,2025-09-27,76.81
BBDC4,2025-09-03,46.1
PETR4,2025-09-25,79.23
VALE3,2025-09-14,52.29
BBDC4,2025-09-07,54.24
ABEV3,2025-09-26,64.76
PETR4,2025-09-28,48.1
BBDC4,2025-09-25,55.22
VALE3,2025-09-20,47.06
BBDC4,2025-09-20,79.01
ABEV3,2025-09-09,60.93
PETR4,2025-09-09,36.0
ABEV3,2025-09-12,66.54
ITUB4,2025-09-13,20.03
PETR4,2025-09-14,47.18
ITUB4,2025-09-05,25.63
ITUB4,2025-09-15,56.65
BBDC4,2025-09-15,24.62
PETR4,2025-09-04,69.94
PETR4,2025-09-13,45.45
PETR4,2025-09-14,53.47
PETR4,2025-09-05,42.12
ABEV3,2025-09-22,41.83
ITUB4,2025-09-15,41.39
ABEV3,2025-09-04,44.36
PETR4,2025-09-17,59.04
ITUB4,2025-09-09,72.16
ITUB4,2025-09-05,23.79
ABEV3,2025-09-20,37.88
VALE3,2025-09-26,78.49
ABEV3,2025-09-17,52.7
PETR4,2025-09-17,65.37
PETR4,2025-09-16,24.53
ITUB4,2025-09-14,28.18
BBDC4,2025-09-28,75.62
VALE3,2025-09-04,47.98
PETR4,2025-09-22,72.39
ABEV3,2025-09-12,57.02
ABEV3,2025-09-02,26.86
VALE3,2025-09-30,26.41
ITUB4,2025-09-04,35.0
VALE3,2025-09-07,46.18
ABEV3,2025-09-22,54.33
BBDC4,2025-09-06,59.5
BBDC4,2025-09-19,50.23
BBDC4,2025-09-03,58.95
VALE3,2025-09-29,31.82
PETR4,2025-09-03,69.34
BBDC4,2025-09-17,42.44
VALE3,2025-09-01,32.48
ABEV3,2025-09-15,71.3
ITUB4,2025-09-15,30.28
ABEV3,2025-09-21,50.73
BBDC4,2025-09-02,72.57
ABEV3,2025-09-12,26.15
VALE3,2025-09-22,22.61
PETR4,2025-09-01,35.35
VALE3,2025-09-28,23.29
PETR4,2025-09-24,67.05
BBDC4,2025-09-11,43.9
BBDC4,2025-09-25,33.83
ITUB4,2025-09-02,68.02
BBDC4,2025-09-29,56.07
VALE3,2025-09-13,32.85
BBDC4,2025-09-27,46.24
VALE3,2025-09-14,26.77
VALE3,2025-09-05,42.82
PETR4,2025-09-04,76.4
VALE3,2025-09-16,77.57
BBDC4,2025-09-12,59.74
ITUB4,2025-09-21,48.39
PETR4,2025-09-26,44.12
BBDC4,2025-09-18,51.87
BBDC4,2025-09-12,50.02
VALE3,2025-09-18,45.62
ITUB4,2025-09-10,36.66
VALE3,2025-09-15,53.9
VALE3,2025-09-05,35.44
PETR4,2025-09-28,50.24
ITUB4,2025-09-30,58.89
ITUB4,2025-09-11,28.76
VALE3,2025-09-03,46.33
VALE3,2025-09-28,29.23
VALE3,2025-09-09,60.53
PETR4,2025-09-15,43.52
ABEV3,2025-10-01,63.01
BBDC4,2025-09-14,48.56
BBDC4,2025-09-03,26.8
VALE3,2025-09-19,29.21
VALE3,2025-09-30,52.42
PETR4,2025-09-03,46.81
PETR4,2025-09-07,38.35
ABEV3,2025-09-10,46.17
PETR4,2025-09-08,76.9
ABEV3,2025-09-08,64.82
BBDC4,2025-09-16,60.45
ITUB4,2025-09-06,78.99
VALE3,2025-09-18,22.23
PETR4,2025-10-01,33.3
PETR4,2025-09-23,40.13
VALE3,2025-09-19,49.76
ITUB4,2025-09-19,72.12
BBDC4,2025-09-28,48.81
PETR4,2025-09-02,65.84
PETR4,2025-09-04,52.98
ABEV3,2025-09-09,41.58
PETR4,2025-09-08,30.38
BBDC4,2025-09-24,52.09
ITUB4,2025-09-27,40.26
VALE3,2025-09-13,48.23
PETR4,2025-09-06,36.72
BBDC4,2025-09-20,39.53
ABEV3,2025-09-04,48.84
ITUB4,2025-09-02,70.08
VALE3,2025-09-12,47.21
ABEV3,2025-09-20,30.36
ABEV3,2025-10-01,72.38
ABEV3,2025-09-22,60.38
ABEV3,2025-09-11,35.62
ITUB4,2025-09-20,49.13
VALE3,2025-09-03,36.38
ITUB4,2025-09-17,25.79
ITUB4,2025-09-15,28.91
BBDC4,2025-09-11,66.63
VALE3,2025-09-14,21.85
PETR4,2025-09-11,40.14
ABEV3,2025-09-10,38.74
PETR4,2025-09-04,40.4
BBDC4,2025-09-09,60.47
VALE3,2025-09-23,79.98
BBDC4,2025-09-11,35.88
PETR4,2025-09-30,71.31
ITUB4,2025-10-01,46.95
PETR4,2025-09-12,51.41
BBDC4,2025-09-19,78.11
ABEV3,2025-09-28,62.2
ABEV3,2025-09-22,32.29
VALE3,2025-09-20,53.62
ITUB4,2025-09-26,73.34
VALE3,2025-09-28,21.21
PETR4,2025-09-26,68.63
ITUB4,2025-09-21,34.07
BBDC4,2025-10-01,67.52
PETR4,2025-09-26,70.74
PETR4,2025-09-15,69.91
VALE3,2025-09-07,42.43
BBDC4,2025-09-14,20.44
ITUB4,2025-09-08,51.75
VALE3,2025-09-04,73.85
ITUB4,2025-10-01,68.61
BBDC4,2025-09-19,45.88
ITUB4,2025-09-27,71.19
BBDC4,2025-09-24,53.31
BBDC4,2025-09-28,67.29
BBDC4,2025-09-27,35.23
PETR4,2025-09-12,63.37
VALE3,2025-09-24,44.24
ABEV3,2025-09-20,25.6
BBDC4,2025-09-26,77.54
PETR4,2025-09-13,64.68
ITUB4,2025-09-07,55.31
PETR4,2025-09-14,51.96
BBDC4,2025-09-30,70.26
ITUB4,2025-09-25,28.56
BBDC4,2025-09-09,35.36
PETR4,2025-09-06,64.95
BBDC4,2025-09-05,63.97
BBDC4,2025-09-24,48.88
VALE3,2025-09-01,27.18
ABEV3,2025-09-17,70.62
BBDC4,2025-09-15,33.74
ITUB4,2025-09-08,55.41
ABEV3,2025-09-07,35.69
ITUB4,2025-09-05,52.21
VALE3,2025-09-01,22.62
BBDC4,2025-09-16,68.93
PETR4,2025-09-01,25.12
ABEV3,2025-09-09,24.71
PETR4,2025-09-22,41.41
PETR4,2025-09-28,62.55
VALE3,2025-09-19,71.61
ITUB4,2025-09-08,28.43
ABEV3,2025-09-08,35.91
PETR4,2025-09-09,64.14
ABEV3,2025-09-10,24.12
BBDC4,2025-09-21,76.84
ABEV3,2025-09-15,60.33
PETR4,2025-09-02,74.94
BBDC4,2025-09-22,45.47
PETR4,2025-09-20,30.44
ABEV3,2025-09-19,20.29
ITUB4,2025-09-09,37.1
ITUB4,2025-09-09,37.26
BBDC4,2025-09-18,76.53
PETR4,2025-09-12,40.42
PETR4,2025-09-18,61.6
PETR4,2025-09-08,47.77
